State,State Code,Year of Death,Year of Death Code,Mother's Bridged Race/Hispanic Origin,Mother's Bridged Race/Hispanic Origin Code,Deaths,Births,Death Rate
Nebraska,31,2008,2008,Non-Hispanic White,6,91,19925,4.57
Nebraska,31,2008,2008,Non-Hispanic Black,7,26,1753,14.83
Nebraska,31,2009,2009,Mexican,2148-5,21,3144,6.68
Nebraska,31,2009,2009,Non-Hispanic White,6,93,19782,4.7
Nebraska,31,2009,2009,Non-Hispanic Black,7,20,1759,11.37
Nebraska,31,2010,2010,Mexican,2148-5,15,2904,5.17 (Unreliable)
Nebraska,31,2010,2010,Non-Hispanic White,6,88,19205,4.58
Nebraska,31,2010,2010,Non-Hispanic Black,7,24,1723,13.93
Nebraska,31,2011,2011,Mexican,2148-5,11,2598,4.23 (Unreliable)
Nebraska,31,2011,2011,Non-Hispanic White,6,98,19301,5.08
Nebraska,31,2011,2011,Non-Hispanic Black,7,19,1708,11.12 (Unreliable)
Nebraska,31,2012,2012,Mexican,2148-5,17,2737,6.21 (Unreliable)
Nebraska,31,2012,2012,Non-Hispanic White,6,70,19172,3.65
Nebraska,31,2012,2012,Non-Hispanic Black,7,16,1788,8.95 (Unreliable)
Nebraska,31,2012,2012,Non-Hispanic other races,8,10,1137,8.80 (Unreliable)
Nebraska,31,2013,2013,Mexican,2148-5,15,2784,5.39 (Unreliable)
Nebraska,31,2013,2013,Non-Hispanic White,6,91,19237,4.73
Nebraska,31,2013,2013,Non-Hispanic Black,7,17,1773,9.59 (Unreliable)
Nebraska,31,2014,2014,Mexican,2148-5,14,2986,4.69 (Unreliable)
Nebraska,31,2014,2014,Non-Hispanic White,6,97,19471,4.98
Nebraska,31,2014,2014,Non-Hispanic Black,7,14,1852,7.56 (Unreliable)
Nebraska,31,2015,2015,Mexican,2148-5,20,2994,6.68
Nebraska,31,2015,2015,Non-Hispanic White,6,89,19201,4.64
Nebraska,31,2015,2015,Non-Hispanic Black,7,22,1872,11.75
Nebraska,31,2015,2015,Non-Hispanic other races,8,13,1342,9.69 (Unreliable)
Nebraska,31,2016,2016,Mexican,2148-5,15,2917,5.14 (Unreliable)
Nebraska,31,2016,2016,Non-Hispanic White,6,111,19003,5.84
Nebraska,31,2016,2016,Non-Hispanic Black,7,26,1893,13.73
Nebraska,31,2017,2017,Mexican,2148-5,18,2973,6.05 (Unreliable)
Nebraska,31,2017,2017,Non-Hispanic White,6,92,18133,5.07
Nebraska,31,2017,2017,Non-Hispanic Black,7,18,1930,9.33 (Unreliable)
Nebraska,31,2017,2017,Non-Hispanic other races,8,10,1361,7.35 (Unreliable)
Nevada,32,2007,2007,Mexican,2148-5,88,13229,6.65
Nevada,32,2007,2007,Non-Hispanic White,6,94,16987,5.53
Nevada,32,2007,2007,Non-Hispanic Black,7,38,3604,10.54
Nevada,32,2007,2007,Non-Hispanic other races,8,21,3779,5.56
Nevada,32,2008,2008,Mexican,2148-5,61,12601,4.84
Nevada,32,2008,2008,Non-Hispanic White,6,77,16228,4.74
Nevada,32,2008,2008,Non-Hispanic Black,7,41,3601,11.39
Nevada,32,2008,2008,Non-Hispanic other races,8,13,3634,3.58 (Unreliable)
Nevada,32,2009,2009,Mexican,2148-5,56,11428,4.9
Nevada,32,2009,2009,Non-Hispanic White,6,98,15934,6.15
Nevada,32,2009,2009,Non-Hispanic Black,7,28,3599,7.78
Nevada,32,2009,2009,Non-Hispanic other races,8,15,3438,4.36 (Unreliable)
Nevada,32,2010,2010,Mexican,2148-5,48,10506,4.57
Nevada,32,2010,2010,Central or South American,4,12,1302,9.22 (Unreliable)
Nevada,32,2010,2010,Non-Hispanic White,6,77,15750,4.89
Nevada,32,2010,2010,Non-Hispanic Black,7,38,3541,10.73
Nevada,32,2010,2010,Non-Hispanic other races,8,14,3177,4.41 (Unreliable)
Nevada,32,2011,2011,Mexican,2148-5,65,10226,6.36
Nevada,32,2011,2011,Non-Hispanic White,6,83,15259,5.44
Nevada,32,2011,2011,Non-Hispanic Black,7,28,3695,7.58
Nevada,32,2011,2011,Non-Hispanic other races,8,14,3209,4.36 (Unreliable)
Nevada,32,2012,2012,Mexican,2148-5,35,9850,3.55
Nevada,32,2012,2012,Non-Hispanic White,6,73,14967,4.88
Nevada,32,2012,2012,Non-Hispanic Black,7,31,3709,8.36
Nevada,32,2012,2012,Non-Hispanic other races,8,17,3299,5.15 (Unreliable)
Nevada,32,2013,2013,Mexican,2148-5,36,9999,3.6
Nevada,32,2013,2013,Non-Hispanic White,6,76,14951,5.08
Nevada,32,2013,2013,Non-Hispanic Black,7,48,3909,12.28
Nevada,32,2013,2013,Non-Hispanic other races,8,12,3255,3.69 (Unreliable)
Nevada,32,2014,2014,Mexican,2148-5,49,10381,4.72
Nevada,32,2014,2014,Central or South American,4,12,1305,9.20 (Unreliable)
Nevada,32,2014,2014,Non-Hispanic White,6,72,15151,4.75
Nevada,32,2014,2014,Non-Hispanic Black,7,35,4259,8.22
Nevada,32,2014,2014,Non-Hispanic other races,8,16,3347,4.78 (Unreliable)
Nevada,32,2015,2015,Mexican,2148-5,49,10325,4.75
Nevada,32,2015,2015,Non-Hispanic White,6,63,14937,4.22
Nevada,32,2015,2015,Non-Hispanic Black,7,42,4455,9.43
Nevada,32,2015,2015,Non-Hispanic other races,8,22,3560,6.18
Nevada,32,2016,2016,Mexican,2148-5,50,10435,4.79
Nevada,32,2016,2016,Non-Hispanic White,6,74,14496,5.1
Nevada,32,2016,2016,Non-Hispanic Black,7,49,4683,10.46
Nevada,32,2016,2016,Non-Hispanic other races,8,20,3597,5.56
Nevada,32,2017,2017,Mexican,2148-5,41,10073,4.07
Nevada,32,2017,2017,Central or South American,4,17,1453,11.70 (Unreliable)
Nevada,32,2017,2017,Non-Hispanic White,6,65,13759,4.72
Nevada,32,2017,2017,Non-Hispanic Black,7,49,4979,9.84
Nevada,32,2017,2017,Non-Hispanic other races,8,24,3662,6.55
New Hampshire,33,2007,2007,Non-Hispanic White,6,66,12618,5.23
New Hampshire,33,2008,2008,Non-Hispanic White,6,49,12200,4.02
New Hampshire,33,2009,2009,Non-Hispanic White,6,57,11954,4.77
New Hampshire,33,2010,2010,Non-Hispanic White,6,43,11511,3.74
New Hampshire,33,2011,2011,Non-Hispanic White,6,50,11392,4.39
New Hampshire,33,2012,2012,Non-Hispanic White,6,39,10975,3.55
New Hampshire,33,2013,2013,Non-Hispanic White,6,58,11064,5.24
New Hampshire,33,2014,2014,Non-Hispanic White,6,48,10917,4.4
New Hampshire,33,2015,2015,Non-Hispanic White,6,43,10928,3.93
New Hampshire,33,2016,2016,Non-Hispanic White,6,32,10706,2.99
New Hampshire,33,2017,2017,Non-Hispanic White,6,38,10590,3.59
New Jersey,34,2007,2007,Mexican,2148-5,31,6983,4.44
New Jersey,34,2007,2007,Puerto Rican,2180-8,61,7126,8.56
New Jersey,34,2007,2007,Central or South American,4,61,14408,4.23
New Jersey,34,2007,2007,Non-Hispanic White,6,189,56243,3.36
New Jersey,34,2007,2007,Non-Hispanic Black,7,203,17816,11.39
New Jersey,34,2007,2007,Non-Hispanic other races,8,28,11851,2.36
New Jersey,34,2008,2008,Mexican,2148-5,30,6573,4.56
New Jersey,34,2008,2008,Puerto Rican,2180-8,53,7008,7.56
New Jersey,34,2008,2008,Central or South American,4,43,13988,3.07
New Jersey,34,2008,2008,Non-Hispanic White,6,225,53540,4.2
New Jersey,34,2008,2008,Non-Hispanic Black,7,225,17430,12.91
New Jersey,34,2008,2008,Non-Hispanic other races,8,28,12115,2.31
New Jersey,34,2009,2009,Mexican,2148-5,34,6380,5.33
New Jersey,34,2009,2009,Puerto Rican,2180-8,49,6718,7.29
New Jersey,34,2009,2009,Central or South American,4,43,12873,3.34
New Jersey,34,2009,2009,Other and Unknown Hispanic,5,14,2295,6.10 (Unreliable)
New Jersey,34,2009,2009,Non-Hispanic White,6,187,52163,3.58
New Jersey,34,2009,2009,Non-Hispanic Black,7,205,17135,11.96
New Jersey,34,2009,2009,Non-Hispanic other races,8,41,11678,3.51
New Jersey,34,2010,2010,Mexican,2148-5,33,6192,5.33
New Jersey,34,2010,2010,Puerto Rican,2180-8,44,6512,6.76
New Jersey,34,2010,2010,Central or South American,4,44,12070,3.65
New Jersey,34,2010,2010,Non-Hispanic White,6,146,50455,2.89
New Jersey,34,2010,2010,Non-Hispanic Black,7,189,16332,11.57
New Jersey,34,2010,2010,Non-Hispanic other races,8,44,11754,3.74
New Jersey,34,2011,2011,Mexican,2148-5,17,5771,2.95 (Unreliable)
New Jersey,34,2011,2011,Puerto Rican,2180-8,50,6754,7.4
New Jersey,34,2011,2011,Central or South American,4,48,12765,3.76
New Jersey,34,2011,2011,Other and Unknown Hispanic,5,13,2028,6.41 (Unreliable)
New Jersey,34,2011,2011,Non-Hispanic White,6,173,49661,3.48
New Jersey,34,2011,2011,Non-Hispanic Black,7,180,16047,11.22
New Jersey,34,2011,2011,Non-Hispanic other races,8,48,11846,4.05
New Jersey,34,2012,2012,Mexican,2148-5,17,5676,3.00 (Unreliable)
New Jersey,34,2012,2012,Puerto Rican,2180-8,42,6556,6.41
New Jersey,34,2012,2012,Central or South American,4,48,13731,3.5
New Jersey,34,2012,2012,Non-Hispanic White,6,154,47944,3.21
New Jersey,34,2012,2012,Non-Hispanic Black,7,142,16183,8.77
New Jersey,34,2012,2012,Non-Hispanic other races,8,45,12218,3.68
New Jersey,34,2013,2013,Mexican,2148-5,17,5263,3.23 (Unreliable)
New Jersey,34,2013,2013,Puerto Rican,2180-8,32,6435,4.97
New Jersey,34,2013,2013,Central or South American,4,52,13611,3.82
New Jersey,34,2013,2013,Non-Hispanic White,6,139,48018,2.89
New Jersey,34,2013,2013,Non-Hispanic Black,7,171,15570,10.98
New Jersey,34,2013,2013,Non-Hispanic other races,8,39,11487,3.4
New Jersey,34,2014,2014,Mexican,2148-5,21,4801,4.37
New Jersey,34,2014,2014,Puerto Rican,2180-8,43,6346,6.78
New Jersey,34,2014,2014,Central or South American,4,57,13639,4.18
New Jersey,34,2014,2014,Other and Unknown Hispanic,5,10,1738,5.75 (Unreliable)
New Jersey,34,2014,2014,Non-Hispanic White,6,148,48196,3.07
New Jersey,34,2014,2014,Non-Hispanic Black,7,138,15528,8.89
New Jersey,34,2014,2014,Non-Hispanic other races,8,28,11846,2.36
New Jersey,34,2015,2015,Mexican,2148-5,16,5094,3.14 (Unreliable)
New Jersey,34,2015,2015,Puerto Rican,2180-8,44,6113,7.2
New Jersey,34,2015,2015,Central or South American,4,43,11814,3.64
New Jersey,34,2015,2015,Other and Unknown Hispanic,5,21,4177,5.03
New Jersey,34,2015,2015,Non-Hispanic White,6,165,47425,3.48
New Jersey,34,2015,2015,Non-Hispanic Black,7,147,14880,9.88
New Jersey,34,2015,2015,Non-Hispanic other races,8,38,11627,3.27
New Jersey,34,2016,2016,Mexican,2148-5,16,4872,3.28 (Unreliable)
New Jersey,34,2016,2016,Puerto Rican,2180-8,33,6193,5.33
New Jersey,34,2016,2016,Central or South American,4,37,10035,3.69
New Jersey,34,2016,2016,Other and Unknown Hispanic,5,18,6236,2.89 (Unreliable)
New Jersey,34,2016,2016,Non-Hispanic White,6,122,46545,2.62
New Jersey,34,2016,2016,Non-Hispanic Black,7,138,14274,9.67
New Jersey,34,2016,2016,Non-Hispanic other races,8,32,12313,2.6
New Jersey,34,2016,2016,Origin unknown or not stated,9,11,1432,7.68 (Unreliable)
New Jersey,34,2017,2017,Mexican,2148-5,26,4464,5.82
New Jersey,34,2017,2017,Puerto Rican,2180-8,41,5921,6.92
New Jersey,34,2017,2017,Central or South American,4,38,9789,3.88
New Jersey,34,2017,2017,Other and Unknown Hispanic,5,24,6448,3.72
New Jersey,34,2017,2017,Non-Hispanic White,6,126,46338,2.72
New Jersey,34,2017,2017,Non-Hispanic Black,7,136,14111,9.64
New Jersey,34,2017,2017,Non-Hispanic other races,8,39,11931,3.27
New Jersey,34,2017,2017,Origin unknown or not stated,9,16,1516,10.55 (Unreliable)
New Mexico,35,2007,2007,Mexican,2148-5,50,9191,5.44
New Mexico,35,2007,2007,Other and Unknown Hispanic,5,42,7550,5.56
New Mexico,35,2007,2007,Non-Hispanic White,6,55,8765,6.27
New Mexico,35,2007,2007,Non-Hispanic other races,8,34,4107,8.28
New Mexico,35,2008,2008,Mexican,2148-5,31,5981,5.18
New Mexico,35,2008,2008,Other and Unknown Hispanic,5,59,10511,5.61
New Mexico,35,2008,2008,Non-Hispanic White,6,51,8476,6.02
New Mexico,35,2008,2008,Non-Hispanic other races,8,14,4185,3.35 (Unreliable)
New Mexico,35,2009,2009,Mexican,2148-5,31,6717,4.62
New Mexico,35,2009,2009,Other and Unknown Hispanic,5,45,8985,5.01
New Mexico,35,2009,2009,Non-Hispanic White,6,42,8080,5.2
New Mexico,35,2009,2009,Non-Hispanic Black,7,10,513,19.49 (Unreliable)
New Mexico,35,2009,2009,Non-Hispanic other races,8,24,4048,5.93
New Mexico,35,2010,2010,Mexican,2148-5,28,5935,4.72
New Mexico,35,2010,2010,Other and Unknown Hispanic,5,55,9104,6.04
New Mexico,35,2010,2010,Non-Hispanic White,6,42,7859,5.34
New Mexico,35,2010,2010,Non-Hispanic other races,8,22,3782,5.82
New Mexico,35,2011,2011,Mexican,2148-5,36,5248,6.86
New Mexico,35,2011,2011,Other and Unknown Hispanic,5,47,9589,4.9
New Mexico,35,2011,2011,Non-Hispanic White,6,31,7719,4.02
New Mexico,35,2011,2011,Non-Hispanic other races,8,30,3744,8.01
New Mexico,35,2012,2012,Mexican,2148-5,38,4782,7.95
New Mexico,35,2012,2012,Other and Unknown Hispanic,5,69,9845,7.01
New Mexico,35,2012,2012,Non-Hispanic White,6,53,7675,6.91
New Mexico,35,2012,2012,Non-Hispanic other races,8,20,3682,5.43
New Mexico,35,2013,2013,Mexican,2148-5,26,4985,5.22
New Mexico,35,2013,2013,Other and Unknown Hispanic,5,51,9117,5.59
New Mexico,35,2013,2013,Non-Hispanic White,6,34,7428,4.58
New Mexico,35,2013,2013,Non-Hispanic other races,8,16,3654,4.38 (Unreliable)
New Mexico,35,2014,2014,Mexican,2148-5,25,5108,4.89
New Mexico,35,2014,2014,Other and Unknown Hispanic,5,44,9018,4.88
New Mexico,35,2014,2014,Non-Hispanic White,6,35,7222,4.85
New Mexico,35,2014,2014,Non-Hispanic other races,8,15,3458,4.34 (Unreliable)
New Mexico,35,2015,2015,Mexican,2148-5,24,5233,4.59
New Mexico,35,2015,2015,Other and Unknown Hispanic,5,38,8896,4.27
New Mexico,35,2015,2015,Non-Hispanic White,6,36,7157,5.03
New Mexico,35,2015,2015,Non-Hispanic other races,8,24,3467,6.92
New Mexico,35,2016,2016,Mexican,2148-5,42,6260,6.71
New Mexico,35,2016,2016,Other and Unknown Hispanic,5,45,7040,6.39
New Mexico,35,2016,2016,Non-Hispanic White,6,35,7176,4.88
New Mexico,35,2016,2016,Non-Hispanic other races,8,17,3362,5.06 (Unreliable)
New Mexico,35,2017,2017,Mexican,2148-5,38,6508,5.84
New Mexico,35,2017,2017,Other and Unknown Hispanic,5,28,6503,4.31
New Mexico,35,2017,2017,Non-Hispanic White,6,42,6658,6.31
New Mexico,35,2017,2017,Non-Hispanic other races,8,22,3196,6.88
New York,36,2007,2007,Mexican,2148-5,42,11567,3.63
New York,36,2007,2007,Puerto Rican,2180-8,101,14828,6.81
New York,36,2007,2007,Central or South American,4,102,27605,3.69
New York,36,2007,2007,Other and Unknown Hispanic,5,38,5596,6.79
New York,36,2007,2007,Non-Hispanic White,6,562,125674,4.47
New York,36,2007,2007,Non-Hispanic Black,7,481,42729,11.26
New York,36,2007,2007,Non-Hispanic other races,8,78,24316,3.21
New York,36,2008,2008,Mexican,2148-5,62,11811,5.25
New York,36,2008,2008,Puerto Rican,2180-8,98,15198,6.45
New York,36,2008,2008,Central or South American,4,66,18061,3.65
New York,36,2008,2008,Other and Unknown Hispanic,5,71,14441,4.92
New York,36,2008,2008,Non-Hispanic White,6,494,120581,4.1
New York,36,2008,2008,Non-Hispanic Black,7,458,40418,11.33
New York,36,2008,2008,Non-Hispanic other races,8,88,23102,3.81
New York,36,2008,2008,Origin unknown or not stated,9,39,6213,6.28
New York,36,2009,2009,Mexican,2148-5,41,11675,3.51
New York,36,2009,2009,Puerto Rican,2180-8,94,14792,6.35
New York,36,2009,2009,Central or South American,4,63,17845,3.53
New York,36,2009,2009,Other and Unknown Hispanic,5,95,14967,6.35
New York,36,2009,2009,Non-Hispanic White,6,503,119526,4.21
New York,36,2009,2009,Non-Hispanic Black,7,433,40970,10.57
New York,36,2009,2009,Non-Hispanic other races,8,69,23410,2.95
New York,36,2009,2009,Origin unknown or not stated,9,29,4403,6.59
New York,36,2010,2010,Mexican,2148-5,46,11165,4.12
New York,36,2010,2010,Puerto Rican,2180-8,94,14193,6.62
New York,36,2010,2010,Central or South American,4,77,17783,4.33
New York,36,2010,2010,Other and Unknown Hispanic,5,78,14914,5.23
New York,36,2010,2010,Non-Hispanic White,6,440,118223,3.72
New York,36,2010,2010,Non-Hispanic Black,7,383,39266,9.75
New York,36,2010,2010,Non-Hispanic other races,8,96,23414,4.1
New York,36,2010,2010,Origin unknown or not stated,9,24,4889,4.91
New York,36,2011,2011,Mexican,2148-5,34,10396,3.27
New York,36,2011,2011,Puerto Rican,2180-8,99,13807,7.17
New York,36,2011,2011,Central or South American,4,70,16929,4.13
New York,36,2011,2011,Other and Unknown Hispanic,5,72,15026,4.79
New York,36,2011,2011,Non-Hispanic White,6,486,117201,4.15
New York,36,2011,2011,Non-Hispanic Black,7,354,39157,9.04
New York,36,2011,2011,Non-Hispanic other races,8,80,24728,3.24
New York,36,2011,2011,Origin unknown or not stated,9,37,3523,10.5
New York,36,2012,2012,Mexican,2148-5,46,9848,4.67
New York,36,2012,2012,Puerto Rican,2180-8,81,13472,6.01
New York,36,2012,2012,Central or South American,4,69,16599,4.16
New York,36,2012,2012,Other and Unknown Hispanic,5,88,15235,5.78
New York,36,2012,2012,Non-Hispanic White,6,453,116153,3.9
New York,36,2012,2012,Non-Hispanic Black,7,351,38479,9.12
New York,36,2012,2012,Non-Hispanic other races,8,98,26781,3.66
New York,36,2012,2012,Origin unknown or not stated,9,17,3799,4.47 (Unreliable)
New York,36,2013,2013,Mexican,2148-5,43,9584,4.49
New York,36,2013,2013,Puerto Rican,2180-8,73,13015,5.61
New York,36,2013,2013,Central or South American,4,64,16456,3.89
New York,36,2013,2013,Other and Unknown Hispanic,5,82,15184,5.4
New York,36,2013,2013,Non-Hispanic White,6,465,115505,4.03
New York,36,2013,2013,Non-Hispanic Black,7,327,37613,8.69
New York,36,2013,2013,Non-Hispanic other races,8,88,25317,3.48
New York,36,2013,2013,Origin unknown or not stated,9,22,3724,5.91
New York,36,2014,2014,Mexican,2148-5,24,8942,2.68
New York,36,2014,2014,Puerto Rican,2180-8,95,13003,7.31
New York,36,2014,2014,Central or South American,4,51,17212,2.96
New York,36,2014,2014,Other and Unknown Hispanic,5,85,15590,5.45
New York,36,2014,2014,Non-Hispanic White,6,431,116013,3.72
New York,36,2014,2014,Non-Hispanic Black,7,310,36958,8.39
New York,36,2014,2014,Non-Hispanic other races,8,78,26590,2.93
New York,36,2014,2014,Origin unknown or not stated,9,23,3883,5.92
New York,36,2015,2015,Mexican,2148-5,20,8529,2.34
New York,36,2015,2015,Puerto Rican,2180-8,78,12721,6.13
New York,36,2015,2015,Central or South American,4,68,17971,3.78
New York,36,2015,2015,Other and Unknown Hispanic,5,70,15899,4.4
New York,36,2015,2015,Non-Hispanic White,6,423,114643,3.69
New York,36,2015,2015,Non-Hispanic Black,7,336,36392,9.23
New York,36,2015,2015,Non-Hispanic other races,8,83,26352,3.15
New York,36,2015,2015,Origin unknown or not stated,9,16,4091,3.91 (Unreliable)
New York,36,2016,2016,Mexican,2148-5,27,7819,3.45
New York,36,2016,2016,Puerto Rican,2180-8,65,12208,5.32
New York,36,2016,2016,Central or South American,4,61,17639,3.46
New York,36,2016,2016,Other and Unknown Hispanic,5,64,15896,4.03
New York,36,2016,2016,Non-Hispanic White,6,422,112843,3.74
New York,36,2016,2016,Non-Hispanic Black,7,305,35308,8.64
New York,36,2016,2016,Non-Hispanic other races,8,89,27643,3.22
New York,36,2016,2016,Origin unknown or not stated,9,19,4267,4.45 (Unreliable)
New York,36,2017,2017,Mexican,2148-5,26,7408,3.51
New York,36,2017,2017,Puerto Rican,2180-8,75,11524,6.51
New York,36,2017,2017,Central or South American,4,61,17237,3.54
New York,36,2017,2017,Other and Unknown Hispanic,5,85,16301,5.21
New York,36,2017,2017,Non-Hispanic White,6,384,113152,3.39
New York,36,2017,2017,Non-Hispanic Black,7,307,35189,8.72
New York,36,2017,2017,Non-Hispanic other races,8,95,26279,3.62
New York,36,2017,2017,Origin unknown or not stated,9,15,2005,7.48 (Unreliable)
North Carolina,37,2007,2007,Mexican,2148-5,114,15876,7.18
North Carolina,37,2007,2007,Central or South American,4,32,4739,6.75
North Carolina,37,2007,2007,Non-Hispanic White,6,454,72453,6.27
North Carolina,37,2007,2007,Non-Hispanic Black,7,447,30618,14.6
North Carolina,37,2007,2007,Non-Hispanic other races,8,58,5707,10.16
North Carolina,37,2008,2008,Mexican,2148-5,89,15180,5.86
North Carolina,37,2008,2008,Puerto Rican,2180-8,10,1106,9.04 (Unreliable)
North Carolina,37,2008,2008,Central or South American,4,27,4945,5.46
North Carolina,37,2008,2008,Non-Hispanic White,6,447,72103,6.2
North Carolina,37,2008,2008,Non-Hispanic Black,7,451,31163,14.47
North Carolina,37,2008,2008,Non-Hispanic other races,8,50,5779,8.65
North Carolina,37,2009,2009,Mexican,2148-5,74,13845,5.34
North Carolina,37,2009,2009,Puerto Rican,2180-8,17,1159,14.67 (Unreliable)
North Carolina,37,2009,2009,Central or South American,4,25,4648,5.38
North Carolina,37,2009,2009,Non-Hispanic White,6,385,70430,5.47
North Carolina,37,2009,2009,Non-Hispanic Black,7,453,30314,14.94
North Carolina,37,2009,2009,Non-Hispanic other races,8,41,5877,6.98
North Carolina,37,2010,2010,Mexican,2148-5,69,12533,5.51
North Carolina,37,2010,2010,Central or South American,4,23,4348,5.29
North Carolina,37,2010,2010,Non-Hispanic White,6,367,68699,5.34
North Carolina,37,2010,2010,Non-Hispanic Black,7,353,29007,12.17
North Carolina,37,2010,2010,Non-Hispanic other races,8,43,5856,7.34
North Carolina,37,2011,2011,Mexican,2148-5,63,11752,5.36
North Carolina,37,2011,2011,Puerto Rican,2180-8,15,1236,12.14 (Unreliable)
North Carolina,37,2011,2011,Central or South American,4,27,3900,6.92
North Carolina,37,2011,2011,Non-Hispanic White,6,359,67688,5.3
North Carolina,37,2011,2011,Non-Hispanic Black,7,365,28597,12.76
North Carolina,37,2011,2011,Non-Hispanic other races,8,31,5827,5.32
North Carolina,37,2012,2012,Mexican,2148-5,62,11191,5.54
North Carolina,37,2012,2012,Central or South American,4,12,4048,2.96 (Unreliable)
North Carolina,37,2012,2012,Non-Hispanic White,6,381,67154,5.67
North Carolina,37,2012,2012,Non-Hispanic Black,7,379,28468,13.31
North Carolina,37,2012,2012,Non-Hispanic other races,8,39,6185,6.31
North Carolina,37,2013,2013,Mexican,2148-5,67,10644,6.29
North Carolina,37,2013,2013,Puerto Rican,2180-8,10,1379,7.25 (Unreliable)
North Carolina,37,2013,2013,Central or South American,4,18,4126,4.36 (Unreliable)
North Carolina,37,2013,2013,Non-Hispanic White,6,354,66316,5.34
North Carolina,37,2013,2013,Non-Hispanic Black,7,337,28952,11.64
North Carolina,37,2013,2013,Non-Hispanic other races,8,37,6150,6.02
North Carolina,37,2014,2014,Mexican,2148-5,55,10462,5.26
North Carolina,37,2014,2014,Puerto Rican,2180-8,17,1399,12.15 (Unreliable)
North Carolina,37,2014,2014,Central or South American,4,29,4429,6.55
North Carolina,37,2014,2014,Non-Hispanic White,6,357,67551,5.28
North Carolina,37,2014,2014,Non-Hispanic Black,7,369,29017,12.72
North Carolina,37,2014,2014,Non-Hispanic other races,8,28,6555,4.27
North Carolina,37,2015,2015,Mexican,2148-5,51,10297,4.95
North Carolina,37,2015,2015,Central or South American,4,20,4712,4.24
North Carolina,37,2015,2015,Non-Hispanic White,6,396,67122,5.9
North Carolina,37,2015,2015,Non-Hispanic Black,7,357,28866,12.37
North Carolina,37,2015,2015,Non-Hispanic other races,8,44,6707,6.56
North Carolina,37,2016,2016,Mexican,2148-5,64,10325,6.2
North Carolina,37,2016,2016,Central or South American,4,20,4849,4.12
North Carolina,37,2016,2016,Non-Hispanic White,6,364,66924,5.44
North Carolina,37,2016,2016,Non-Hispanic Black,7,367,28503,12.88
North Carolina,37,2016,2016,Non-Hispanic other races,8,41,6893,5.95
North Carolina,37,2017,2017,Mexican,2148-5,55,9954,5.53
North Carolina,37,2017,2017,Puerto Rican,2180-8,18,1582,11.38 (Unreliable)
North Carolina,37,2017,2017,Central or South American,4,30,5182,5.79
North Carolina,37,2017,2017,Non-Hispanic White,6,331,65534,5.05
North Carolina,37,2017,2017,Non-Hispanic Black,7,349,29073,12
North Carolina,37,2017,2017,Non-Hispanic other races,8,52,6959,7.47
North Dakota,38,2007,2007,Non-Hispanic White,6,52,7239,7.18
North Dakota,38,2007,2007,Non-Hispanic other races,8,13,1095,11.87 (Unreliable)
North Dakota,38,2008,2008,Non-Hispanic White,6,33,7323,4.51
North Dakota,38,2008,2008,Non-Hispanic other races,8,12,1084,11.07 (Unreliable)
North Dakota,38,2009,2009,Non-Hispanic White,6,32,7319,4.37
North Dakota,38,2009,2009,Non-Hispanic other races,8,22,1097,20.05
North Dakota,38,2010,2010,Non-Hispanic White,6,43,7440,5.78
North Dakota,38,2010,2010,Non-Hispanic other races,8,14,1071,13.07 (Unreliable)
North Dakota,38,2011,2011,Non-Hispanic White,6,47,7759,6.06
North Dakota,38,2011,2011,Non-Hispanic other races,8,14,1126,12.43 (Unreliable)
North Dakota,38,2012,2012,Non-Hispanic White,6,42,8163,5.15
North Dakota,38,2012,2012,Non-Hispanic other races,8,16,1168,13.70 (Unreliable)
North Dakota,38,2013,2013,Non-Hispanic White,6,46,8531,5.39
North Dakota,38,2013,2013,Non-Hispanic other races,8,13,1156,11.25 (Unreliable)
North Dakota,38,2014,2014,Non-Hispanic White,6,42,9036,4.65
North Dakota,38,2015,2015,Non-Hispanic White,6,53,8796,6.03
North Dakota,38,2015,2015,Non-Hispanic other races,8,20,1217,16.43
North Dakota,38,2016,2016,Non-Hispanic White,6,40,8647,4.63
North Dakota,38,2016,2016,Non-Hispanic other races,8,17,1279,13.29 (Unreliable)
North Dakota,38,2017,2017,Non-Hispanic White,6,33,8108,4.07
Ohio,39,2007,2007,Mexican,2148-5,23,3403,6.76
Ohio,39,2007,2007,Central or South American,4,12,973,12.33 (Unreliable)
Ohio,39,2007,2007,Other and Unknown Hispanic,5,13,1005,12.94 (Unreliable)
Ohio,39,2007,2007,Non-Hispanic White,6,731,115272,6.34
Ohio,39,2007,2007,Non-Hispanic Black,7,336,24174,13.9
Ohio,39,2007,2007,Non-Hispanic other races,8,23,3676,6.26
Ohio,39,2007,2007,Origin unknown or not stated,9,22,1129,19.49
Ohio,39,2008,2008,Mexican,2148-5,16,3462,4.62 (Unreliable)
Ohio,39,2008,2008,Puerto Rican,2180-8,11,1316,8.36 (Unreliable)
Ohio,39,2008,2008,Non-Hispanic White,6,701,112900,6.21
Ohio,39,2008,2008,Non-Hispanic Black,7,373,24266,15.37
Ohio,39,2008,2008,Non-Hispanic other races,8,14,3717,3.77 (Unreliable)
Ohio,39,2008,2008,Origin unknown or not stated,9,17,1024,16.60 (Unreliable)
Ohio,39,2009,2009,Mexican,2148-5,18,3495,5.15 (Unreliable)
Ohio,39,2009,2009,Puerto Rican,2180-8,11,1283,8.57 (Unreliable)
